1,10245
1,10246
37,10271
34,10272
9,10273
51,10274
6,10275
17,10276
36,10277
56,10278
47,10279
19,10280
15,10281
26,10282
36,10283
62,10284
40,10285
18,10286
38,10287
13,10288
27,10289
68,10290
13,10291
27,10292
18,10293
22,10294
18,10295
50,10296
26,10297
38,10298
26,10299
20,10300
13,10301
15,10302
58,10303
38,10304
20,10305
16,10306
12,10307
24,10308
16,10309
38,10310
34,10311
21,10312
18,10313
13,10314
38,10315
36,10316
61,10317
35,10318
21,10319
17,10320
13,10321
38,10322
48,10323
45,10324
20,10325
10,10326
22,10327
17,10328
30,10329
45,10330
37,10331
16,10332
5,10333
35,10334
57,10335
39,10336
45,10337
10,10338
27,10339
37,10340
35,10341
55,10342
106,10343
71,10344
49,10345
32,10346
36,10347
66,10348
67,10349
33,10350
47,10351
23,10352
24,10353
64,10354
71,10355
57,10356
44,10357
37,10358
28,10359
22,10360
47,10361
54,10362
45,10363
33,10364
14,10365
32,10366
39,10367
58,10368
25,10369
15,10370
20,10371
23,10372
19,10373
59,10374
70,10375
37,10376
32,10377
25,10378
31,10379
50,10380
78,10381
46,10382
51,10383
84,10384
110,10385
47,10386
69,10387
25,10388
9,10389
3,10390
2,10391
3,10392
3,10393
7,10394
1,10395
2,10396
4,10397
5,10401
2,10402
2,10404
4,10405
1,10406
8,10407
5,10408
2,10409
1,10411
1,block
